Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,TD,Y/A,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
70,70,6,6,2018-10-14,KAN,@,NWE,L 40-43,*,9,5,61,12.2,0,55.6,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,51,94.4,0,0.0,0,0.0
71,71,7,7,2018-10-21,KAN,,CIN,W 45-10,*,5,5,95,19.0,0,100.0,19.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,85.7,0,0.0,0,0.0
72,72,8,8,2018-10-28,KAN,,DEN,W 30-23,*,10,6,79,13.2,1,60.0,7.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
73,73,9,9,2018-11-04,KAN,@,CLE,W 37-21,*,9,7,99,14.1,2,77.8,11.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
74,74,10,10,2018-11-11,KAN,,ARI,W 26-14,*,7,6,46,7.7,0,85.7,6.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,58,98.3,0,0.0,0,0.0
75,75,11,11,2018-11-19,KAN,@,LAR,L 51-54,*,15,10,127,12.7,1,66.7,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
76,76,12,13,2018-12-02,KAN,@,OAK,W 40-33,*,13,12,168,14.0,2,92.3,12.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,69,97.2,0,0.0,0,0.0
77,77,13,14,2018-12-09,KAN,,BAL,W 27-24 (OT),*,9,7,77,11.0,1,77.8,8.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,85,98.8,0,0.0,0,0.0
78,78,14,15,2018-12-13,KAN,,LAC,L 28-29,*,9,7,61,8.7,0,77.8,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
79,79,15,16,2018-12-23,KAN,@,SEA,L 31-38,*,9,5,54,10.8,0,55.6,6.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,60,98.4,0,0.0,0,0.0
80,80,16,17,2018-12-30,KAN,,OAK,W 35-3,*,9,5,62,12.4,0,55.6,6.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,40,74.1,0,0.0,0,0.0
81,81,1,1,2019-09-08,KAN,@,JAX,W 40-26,*,8,3,88,29.3,0,37.5,11.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,73.5,0,0.0,0,0.0
82,82,2,2,2019-09-15,KAN,@,OAK,W 28-10,*,9,7,107,15.3,1,77.8,11.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,85.3,0,0.0,0,0.0
83,83,3,3,2019-09-22,KAN,,BAL,W 33-28,*,8,7,89,12.7,0,87.5,11.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,92.6,0,0.0,0,0.0
84,84,4,4,2019-09-29,KAN,@,DET,W 34-30,*,8,7,85,12.1,0,87.5,10.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,97.1,1,1.3,0,0.0
85,85,5,5,2019-10-06,KAN,,IND,L 13-19,*,10,4,70,17.5,0,40.0,7.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,91.8,0,0.0,0,0.0
86,86,6,6,2019-10-13,KAN,,HOU,L 24-31,*,6,4,58,14.5,0,66.7,9.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,96.4,0,0.0,0,0.0
87,87,7,7,2019-10-17,KAN,@,DEN,W 30-6,*,8,6,44,7.3,0,75.0,5.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,90.2,0,0.0,0,0.0
88,88,8,8,2019-10-27,KAN,,GNB,L 24-31,*,8,4,63,15.8,1,50.0,7.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
89,89,9,9,2019-11-03,KAN,,MIN,W 26-23,*,9,7,62,8.9,0,77.8,6.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,96.6,0,0.0,0,0.0
90,90,10,10,2019-11-10,KAN,@,TEN,L 32-35,*,7,7,75,10.7,1,100.0,10.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,95.1,0,0.0,0,0.0
91,91,11,11,2019-11-18,KAN,@,LAC,W 24-17,*,10,7,92,13.1,1,70.0,9.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,95.5,0,0.0,0,0.0
92,92,12,13,2019-12-01,KAN,,OAK,W 40-9,*,9,5,90,18.0,0,55.6,10.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,90.8,0,0.0,0,0.0
93,93,13,14,2019-12-08,KAN,@,NWE,W 23-16,*,9,7,66,9.4,0,77.8,7.3,1,4,1,4.0,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,76,98.7,0,0.0,0,0.0
94,94,14,15,2019-12-15,KAN,,DEN,W 23-3,*,13,11,142,12.9,0,84.6,10.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,91.2,0,0.0,0,0.0
95,95,15,16,2019-12-22,KAN,@,CHI,W 26-3,*,9,8,74,9.3,1,88.9,8.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,92.4,0,0.0,0,0.0
96,96,16,17,2019-12-29,KAN,,LAC,W 31-21,*,5,3,24,8.0,0,60.0,4.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,94.1,0,0.0,0,0.0
97,97,1,1,2020-09-10,KAN,,HOU,W 34-20,*,6,6,50,8.3,1,100.0,8.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,88.4,0,0.0,0,0.0
98,98,2,2,2020-09-20,KAN,@,LAC,W 23-20 (OT),*,14,9,90,10.0,1,64.3,6.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,96.1,1,1.2,0,0.0
99,99,3,3,2020-09-28,KAN,@,BAL,W 34-20,*,7,6,87,14.5,0,85.7,12.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,81.3,0,0.0,0,0.0
100,100,4,4,2020-10-05,KAN,,NWE,W 26-10,*,7,3,70,23.3,0,42.9,10.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,76.8,0,0.0,0,0.0
101,101,5,5,2020-10-11,KAN,,LVR,L 32-40,*,12,8,108,13.5,1,66.7,9.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,88.9,0,0.0,0,0.0
102,102,6,6,2020-10-19,KAN,@,BUF,W 26-17,*,7,5,65,13.0,2,71.4,9.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,65,89.0,0,0.0,0,0.0
103,103,7,7,2020-10-25,KAN,@,DEN,W 43-16,*,3,3,31,10.3,0,100.0,10.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,78.4,0,0.0,0,0.0
104,104,8,8,2020-11-01,KAN,,NYJ,W 35-9,*,12,8,109,13.6,1,66.7,9.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75.8,0,0.0,0,0.0
105,105,9,9,2020-11-08,KAN,,CAR,W 33-31,*,12,10,159,15.9,0,83.3,13.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,91.9,0,0.0,0,0.0
106,106,10,11,2020-11-22,KAN,@,LVR,W 35-31,*,10,8,127,15.9,1,80.0,12.7,0,0,0,,1,1,100.0,4,0,0,4.0,4.00,83.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,88.5,0,0.0,0,0.0
107,107,11,12,2020-11-29,KAN,@,TAM,W 27-24,*,8,8,82,10.3,0,100.0,10.3,0,0,0,,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,86.1,0,0.0,0,0.0
108,108,12,13,2020-12-06,KAN,,DEN,W 22-16,*,12,8,136,17.0,1,66.7,11.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,89.1,0,0.0,0,0.0
109,109,13,14,2020-12-13,KAN,@,MIA,W 33-27,*,10,8,136,17.0,1,80.0,13.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,90.3,0,0.0,0,0.0
110,110,14,15,2020-12-20,KAN,@,NOR,W 32-29,*,12,8,68,8.5,1,66.7,5.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,79.6,0,0.0,0,0.0
111,111,15,16,2020-12-27,KAN,,ATL,W 17-14,*,13,7,98,14.0,1,53.8,7.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,83.6,0,0.0,0,0.0
112,112,1,1,2021-09-12,KAN,,CLE,W 33-29,*,7,6,76,12.7,2,85.7,10.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,84.6,0,0.0,0,0.0
113,113,2,2,2021-09-19,KAN,@,BAL,L 35-36,*,8,7,109,15.6,1,87.5,13.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,86.3,0,0.0,0,0.0
114,114,3,3,2021-09-26,KAN,,LAC,L 24-30,*,11,7,104,14.9,0,63.6,9.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,87.3,0,0.0,0,0.0
115,115,4,4,2021-10-03,KAN,@,PHI,W 42-30,*,6,4,23,5.8,0,66.7,3.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
116,116,5,5,2021-10-10,KAN,,BUF,L 20-38,*,10,6,57,9.5,1,60.0,5.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87.2,0,0.0,0,0.0
117,117,6,6,2021-10-17,KAN,@,WAS,W 31-13,*,11,8,99,12.4,0,72.7,9.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,81.7,0,0.0,0,0.0
118,118,7,7,2021-10-24,KAN,@,TEN,L 3-27,*,12,7,65,9.3,0,58.3,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,73.6,0,0.0,0,0.0
119,119,8,8,2021-11-01,KAN,,NYG,W 20-17,*,6,4,27,6.8,0,66.7,4.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,91.4,0,0.0,0,0.0
120,120,9,9,2021-11-07,KAN,,GNB,W 13-7,*,8,5,68,13.6,1,62.5,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,86.2,0,0.0,0,0.0
121,121,10,10,2021-11-14,KAN,@,LVR,W 41-14,*,10,8,119,14.9,0,80.0,11.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76.3,0,0.0,0,0.0
122,122,11,11,2021-11-21,KAN,,DAL,W 19-9,*,8,5,74,14.8,0,62.5,9.3,1,4,1,4.0,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,86.8,0,0.0,0,0.0
123,123,12,13,2021-12-05,KAN,,DEN,W 22-9,*,8,3,27,9.0,0,37.5,3.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,77.2,0,0.0,0,0.0
124,124,13,14,2021-12-12,KAN,,LVR,W 48-9,*,4,3,27,9.0,0,75.0,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,74.2,0,0.0,0,0.0
125,125,14,15,2021-12-16,KAN,@,LAC,W 34-28 (OT),*,13,10,191,19.1,2,76.9,14.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,77.8,0,0.0,0,0.0
126,126,16,17,2022-01-02,KAN,@,CIN,L 31-34,*,7,5,25,5.0,1,71.4,3.6,1,-1,0,-1.0,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,78.7,0,0.0,0,0.0
127,127,17,18,2022-01-08,KAN,@,DEN,W 28-24,*,5,4,34,8.5,1,80.0,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,76.9,0,0.0,0,0.0
128,128,1,1,2022-09-11,KAN,@,ARI,W 44-21,*,9,8,121,15.1,1,88.9,13.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,64.3,0,0.0,0,0.0
129,129,2,2,2022-09-15,KAN,,LAC,W 27-24,*,7,5,51,10.2,0,71.4,7.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,89.5,0,0.0,0,0.0
130,130,3,3,2022-09-25,KAN,@,IND,L 17-20,*,8,4,58,14.5,1,50.0,7.3,1,1,0,1.0,0,0,,0,0,0,,,,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,88.9,0,0.0,0,0.0
131,131,4,4,2022-10-02,KAN,@,TAM,W 41-31,*,10,9,92,10.2,1,90.0,9.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,81.3,0,0.0,0,0.0
132,132,5,5,2022-10-10,KAN,,LVR,W 30-29,*,8,7,25,3.6,4,87.5,3.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,77.8,0,0.0,0,0.0
133,133,6,6,2022-10-16,KAN,,BUF,L 20-24,*,10,8,108,13.5,0,80.0,10.8,1,4,0,4.0,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,77.6,0,0.0,0,0.0
134,134,7,7,2022-10-23,KAN,@,SFO,W 44-23,*,8,6,98,16.3,0,75.0,12.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,78.1,0,0.0,0,0.0
135,135,8,9,2022-11-06,KAN,,TEN,W 20-17 (OT),*,17,10,106,10.6,0,58.8,6.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83.0,0,0.0,0,0.0
136,136,9,10,2022-11-13,KAN,,JAX,W 27-17,*,7,6,81,13.5,1,85.7,11.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0
137,137,10,11,2022-11-20,KAN,@,LAC,W 30-27,*,10,6,115,19.2,3,60.0,11.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,78.5,0,0.0,0,0.0
138,138,11,12,2022-11-27,KAN,,LAR,W 26-10,*,8,4,57,14.3,1,50.0,7.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,82.9,0,0.0,0,0.0
139,139,12,13,2022-12-04,KAN,@,CIN,L 24-27,*,6,4,56,14.0,0,66.7,9.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,45,81.8,0,0.0,0,0.0
140,140,13,14,2022-12-11,KAN,@,DEN,W 34-28,*,9,4,71,17.8,0,44.4,7.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80.9,0,0.0,0,0.0
141,141,14,15,2022-12-18,KAN,@,HOU,W 30-24 (OT),*,10,10,105,10.5,0,100.0,10.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75.3,0,0.0,0,0.0
142,142,15,16,2022-12-24,KAN,,SEA,W 24-10,*,8,6,113,18.8,0,75.0,14.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,81.1,0,0.0,0,0.0
143,143,16,17,2023-01-01,KAN,,DEN,W 27-24,*,10,7,43,6.1,0,70.0,4.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,86.7,0,0.0,0,0.0
144,144,17,18,2023-01-07,KAN,@,LVR,W 31-13,*,7,6,38,6.3,0,85.7,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,72.9,0,0.0,0,0.0
145,145,2,2,2023-09-17,KAN,@,JAX,W 17-9,*,9,4,26,6.5,1,44.4,2.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,64.2,0,0.0,0,0.0
146,146,3,3,2023-09-24,KAN,,CHI,W 41-10,*,8,7,69,9.9,1,87.5,8.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61.0,0,0.0,0,0.0
147,147,4,4,2023-10-01,KAN,@,NYJ,W 23-20,*,9,6,60,10.0,0,66.7,6.7,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,78.6,0,0.0,0,0.0
148,148,5,5,2023-10-08,KAN,@,MIN,W 27-20,*,11,10,67,6.7,1,90.9,6.1,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,59.1,1,1.4,0,0.0
149,149,6,6,2023-10-12,KAN,,DEN,W 19-8,*,9,9,124,13.8,0,100.0,13.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69.0,0,0.0,0,0.0
150,150,7,7,2023-10-22,KAN,,LAC,W 31-17,*,13,12,179,14.9,1,92.3,13.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,75.0,0,0.0,0,0.0
151,151,8,8,2023-10-29,KAN,@,DEN,L 9-24,*,9,6,58,9.7,0,66.7,6.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,85.2,0,0.0,0,0.0
152,152,9,9,2023-11-05,KAN,,MIA,W 21-14,*,4,3,14,4.7,0,75.0,3.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0
153,153,10,11,2023-11-20,KAN,,PHI,L 17-21,*,9,7,44,6.3,1,77.8,4.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,93.7,0,0.0,0,0.0
154,154,11,12,2023-11-26,KAN,@,LVR,W 31-17,*,7,6,91,15.2,0,85.7,13.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0
155,155,12,13,2023-12-03,KAN,@,GNB,L 19-27,*,5,4,81,20.3,0,80.0,16.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
156,156,13,14,2023-12-10,KAN,,BUF,L 17-20,*,10,6,83,13.8,0,60.0,8.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,89.4,1,1.3,0,0.0
157,157,14,15,2023-12-17,KAN,@,NWE,W 27-17,*,7,5,28,5.6,0,71.4,4.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76.9,0,0.0,0,0.0
158,158,15,16,2023-12-25,KAN,,LVR,L 14-20,*,7,5,44,8.8,0,71.4,6.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80.3,0,0.0,0,0.0
159,159,16,17,2023-12-31,KAN,,CIN,W 25-17,*,4,3,16,5.3,0,75.0,4.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,81.5,0,0.0,0,0.0
160,160,1,1,2024-09-05,KAN,,BAL,W 27-20,*,4,3,34,11.3,0,75.0,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,88.9,0,0.0,0,0.0
161,161,2,2,2024-09-15,KAN,,CIN,W 26-25,*,3,1,5,5.0,0,33.3,1.7,1,1,0,1.0,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,90.8,0,0.0,0,0.0
162,162,3,3,2024-09-22,KAN,@,ATL,W 22-17,*,5,4,30,7.5,0,80.0,6.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,77.0,0,0.0,0,0.0
163,163,4,4,2024-09-29,KAN,@,LAC,W 17-10,*,9,7,89,12.7,0,77.8,9.9,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,87.1,0,0.0,0,0.0
164,164,5,5,2024-10-07,KAN,,NOR,W 26-13,*,10,9,70,7.8,0,90.0,7.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,77.4,0,0.0,0,0.0
165,165,6,7,2024-10-20,KAN,@,SFO,W 28-18,*,5,4,17,4.3,0,80.0,3.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,77.1,0,0.0,0,0.0
166,166,7,8,2024-10-27,KAN,@,LVR,W 27-20,*,12,10,90,9.0,1,83.3,7.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,79.2,0,0.0,0,0.0
167,167,8,9,2024-11-04,KAN,,TAM,W 30-24 (OT),*,16,14,100,7.1,0,87.5,6.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71,83.5,0,0.0,0,0.0
168,168,9,10,2024-11-10,KAN,,DEN,W 16-14,*,12,8,64,8.0,1,66.7,5.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,83.8,0,0.0,0,0.0
169,169,10,11,2024-11-17,KAN,@,BUF,L 21-30,*,4,2,8,4.0,0,50.0,2.0,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,80.0,0,0.0,0,0.0
170,170,11,12,2024-11-24,KAN,@,CAR,W 30-27,*,8,6,62,10.3,0,75.0,7.8,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,89.2,0,0.0,0,0.0
171,171,12,13,2024-11-29,KAN,,LVR,W 19-17,*,13,7,68,9.7,0,53.8,5.2,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
172,172,13,14,2024-12-08,KAN,,LAC,W 19-17,*,6,5,45,9.0,0,83.3,7.5,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,82.6,0,0.0,0,0.0
173,173,14,15,2024-12-15,KAN,@,CLE,W 21-7,*,8,4,27,6.8,0,50.0,3.4,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,89.3,0,0.0,0,0.0
