Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,TD,Y/A,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
114,114,15,16,2021-12-25,GNB,,CLE,W 24-22,*,13,10,114,11.4,2,76.9,8.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,93.2,0,0.0,0,0.0
115,115,16,17,2022-01-02,GNB,,MIN,W 37-10,*,14,11,136,12.4,1,78.6,9.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,82.7,0,0.0,0,0.0
116,116,17,18,2022-01-09,GNB,@,DET,L 30-37,*,7,6,55,9.2,0,85.7,7.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,32.4,0,0.0,0,0.0
117,117,1,1,2022-09-11,LVR,@,LAC,L 19-24,*,17,10,141,14.1,1,58.8,8.3,0,0,0,,0,0,0,0,0,1,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
118,118,2,2,2022-09-18,LVR,,ARI,L 23-29 (OT),*,7,2,12,6.0,1,28.6,1.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0
119,119,3,3,2022-09-25,LVR,@,TEN,L 22-24,*,10,5,36,7.2,1,50.0,3.6,1,-4,0,-4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
120,120,4,4,2022-10-02,LVR,,DEN,W 32-23,*,13,9,101,11.2,0,69.2,7.8,1,4,0,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,94.7,0,0.0,0,0.0
121,121,5,5,2022-10-10,LVR,@,KAN,L 29-30,*,7,3,124,41.3,2,42.9,17.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,64,100.0,0,0.0,0,0.0
122,122,6,7,2022-10-23,LVR,,HOU,W 38-20,*,9,8,95,11.9,0,88.9,10.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,96.4,0,0.0,0,0.0
123,123,7,8,2022-10-30,LVR,@,NOR,L 0-24,*,5,1,3,3.0,0,20.0,0.6,1,-1,0,-1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,72.4,0,0.0,0,0.0
124,124,8,9,2022-11-06,LVR,@,JAX,L 20-27,*,17,10,146,14.6,2,58.8,8.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,94.9,0,0.0,0,0.0
125,125,9,10,2022-11-13,LVR,,IND,L 20-25,*,14,9,126,14.0,1,64.3,9.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
126,126,10,11,2022-11-20,LVR,@,DEN,W 22-16 (OT),*,13,7,141,20.1,2,53.8,10.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
127,127,11,12,2022-11-27,LVR,@,SEA,W 40-34 (OT),*,11,7,74,10.6,0,63.6,6.7,0,0,0,,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
128,128,12,13,2022-12-04,LVR,,LAC,W 27-20,*,12,8,177,22.1,2,66.7,14.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,96.7,0,0.0,0,0.0
129,129,13,14,2022-12-08,LVR,@,LAR,L 16-17,*,7,3,71,23.7,0,42.9,10.1,0,0,0,,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,58,96.7,0,0.0,1,4.0
130,130,14,15,2022-12-18,LVR,,NWE,W 30-24,*,9,4,28,7.0,0,44.4,3.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,98.5,0,0.0,0,0.0
131,131,15,16,2022-12-24,LVR,@,PIT,L 10-13,*,9,2,15,7.5,0,22.2,1.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,96.2,0,0.0,0,0.0
132,132,16,17,2023-01-01,LVR,,SFO,L 34-37 (OT),*,11,7,153,21.9,2,63.6,13.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,88.6,0,0.0,0,0.0
133,133,17,18,2023-01-07,LVR,,KAN,L 13-31,*,9,5,73,14.6,0,55.6,8.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,63,90.0,0,0.0,0,0.0
134,134,1,1,2023-09-10,LVR,@,DEN,W 17-16,*,9,6,66,11.0,0,66.7,7.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,89.8,0,0.0,0,0.0
135,135,2,2,2023-09-17,LVR,@,BUF,L 10-38,*,8,6,84,14.0,1,75.0,10.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,92.5,0,0.0,0,0.0
136,136,3,3,2023-09-24,LVR,,PIT,L 18-23,*,20,13,172,13.2,2,65.0,8.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,97.2,0,0.0,0,0.0
137,137,4,4,2023-10-01,LVR,@,LAC,L 17-24,*,13,8,75,9.4,0,61.5,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,86.3,0,0.0,0,0.0
138,138,5,5,2023-10-09,LVR,,GNB,W 17-13,*,4,4,45,11.3,0,100.0,11.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
139,139,6,6,2023-10-15,LVR,,NWE,W 21-17,*,5,2,29,14.5,0,40.0,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,91.4,0,0.0,2,8.0
140,140,7,7,2023-10-22,LVR,@,CHI,L 12-30,*,12,7,57,8.1,0,58.3,4.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,75.4,0,0.0,0,0.0
141,141,8,8,2023-10-30,LVR,@,DET,L 14-26,*,7,1,11,11.0,0,14.3,1.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,95.7,0,0.0,0,0.0
142,142,9,9,2023-11-05,LVR,,NYG,W 30-6,*,7,4,34,8.5,0,57.1,4.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,88.3,0,0.0,0,0.0
143,143,10,10,2023-11-12,LVR,,NYJ,W 16-12,*,13,6,86,14.3,0,46.2,6.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,96.9,0,0.0,0,0.0
144,144,11,11,2023-11-19,LVR,@,MIA,L 13-20,*,13,7,82,11.7,1,53.8,6.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,98.4,0,0.0,0,0.0
145,145,12,12,2023-11-26,LVR,,KAN,L 17-31,*,7,5,73,14.6,0,71.4,10.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
146,146,13,14,2023-12-10,LVR,,MIN,L 0-3,*,10,7,53,7.6,0,70.0,5.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,98.1,0,0.0,0,0.0
147,147,14,15,2023-12-14,LVR,,LAC,W 63-21,*,12,8,101,12.6,1,66.7,8.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,81.3,0,0.0,0,0.0
148,148,15,16,2023-12-25,LVR,@,KAN,W 20-14,*,6,1,4,4.0,0,16.7,0.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,90.9,0,0.0,1,4.0
149,149,16,17,2023-12-31,LVR,@,IND,L 20-23,*,21,13,126,9.7,2,61.9,6.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,97.3,0,0.0,0,0.0
150,150,17,18,2024-01-07,LVR,,DEN,W 27-14,*,8,5,46,9.2,1,62.5,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,93.9,0,0.0,0,0.0
151,151,1,1,2024-09-08,LVR,@,LAC,L 10-22,*,6,5,59,11.8,0,83.3,9.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,96.7,0,0.0,0,0.0
152,152,2,2,2024-09-15,LVR,@,BAL,W 26-23,*,12,9,110,12.2,1,75.0,9.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,93.7,0,0.0,0,0.0
153,153,3,3,2024-09-22,LVR,,CAR,L 22-36,*,9,4,40,10.0,0,44.4,4.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,95.3,0,0.0,0,0.0
154,154,7,7,2024-10-20,NYJ,@,PIT,L 15-37,*,9,3,30,10.0,0,33.3,3.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,96.5,0,0.0,0,0.0
155,155,8,8,2024-10-27,NYJ,@,NWE,L 22-25,*,6,4,54,13.5,0,66.7,9.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,93.5,0,0.0,0,0.0
156,156,9,9,2024-10-31,NYJ,,HOU,W 21-13,*,11,7,91,13.0,1,63.6,8.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,77.6,0,0.0,1,3.8
157,157,10,10,2024-11-10,NYJ,@,ARI,L 6-31,*,13,6,31,5.2,0,46.2,2.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,96.6,0,0.0,0,0.0
158,158,11,11,2024-11-17,NYJ,,IND,L 27-28,*,7,6,72,12.0,0,85.7,10.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,94.1,0,0.0,0,0.0
159,159,12,13,2024-12-01,NYJ,,SEA,L 21-26,*,12,5,66,13.2,1,41.7,5.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66,97.1,0,0.0,0,0.0
160,160,13,14,2024-12-08,NYJ,@,MIA,L 26-32 (OT),*,11,9,109,12.1,1,81.8,9.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,85.3,0,0.0,0,0.0
161,161,14,15,2024-12-15,NYJ,@,JAX,W 32-25,*,12,9,198,22.0,2,75.0,16.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,93.1,0,0.0,0,0.0
162,162,15,16,2024-12-22,NYJ,,LAR,L 9-19,*,13,7,68,9.7,1,53.8,5.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,97.1,0,0.0,0,0.0
163,163,16,17,2024-12-29,NYJ,@,BUF,L 14-40,*,8,5,47,9.4,0,62.5,5.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,76.2,0,0.0,0,0.0
164,164,17,18,2025-01-05,NYJ,,MIA,W 32-20,*,12,6,88,14.7,1,50.0,7.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
1,101,16,18,1993-12-31,MIN,@,WAS,W 14-9,*,10,7,113,16.1,0,70.0,11.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
2,57,16,17,1990-12-30,MIN,,SFO,L 17-20,*,,2,13,6.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
3,73,16,17,1991-12-21,MIN,,GNB,L 7-27,*,,7,112,16.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,,0,0,0,0
4,100,15,17,1993-12-26,MIN,,KAN,W 30-10,*,5,5,88,17.6,2,100.0,17.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
5,117,16,17,1994-12-26,MIN,,SFO,W 21-14,*,9,3,24,8.0,0,33.3,2.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
6,133,16,17,1995-12-24,MIN,@,CIN,L 24-27,*,12,7,79,11.3,1,58.3,6.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
7,149,16,17,1996-12-22,MIN,@,GNB,L 10-38,*,9,3,46,15.3,1,33.3,5.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
8,165,16,17,1997-12-21,MIN,,IND,W 39-28,*,7,5,89,17.8,3,71.4,12.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
9,181,16,17,1998-12-26,MIN,@,TEN,W 26-16,*,7,6,78,13.0,1,85.7,11.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
10,197,16,17,2000-01-02,MIN,,DET,W 24-17,*,5,3,52,17.3,0,60.0,10.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
11,213,16,17,2000-12-24,MIN,@,IND,L 10-31,*,7,4,67,16.8,0,57.1,9.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
12,229,16,17,2002-01-07,MIN,@,BAL,L 3-19,*,7,5,60,12.0,0,71.4,8.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,1,0,0,0,0
13,234,16,17,2002-12-29,MIA,@,NWE,L 24-27 (OT),,2,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,0,0,0,0,0
14,9,15,16,1987-12-27,PHI,,BUF,W 17-7,,,1,10,10.0,0,,,0,0,0,,0,0,,0,0,0,,,,0,,1,19,0,19.0,0,,0,0,0,0
15,25,16,16,1988-12-18,PHI,@,DAL,W 23-7,*,,3,34,11.3,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
16,41,16,16,1989-12-24,PHI,,PHO,W 31-14,*,,3,51,17.0,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
17,56,15,16,1990-12-22,MIN,,RAI,L 24-28,*,,8,127,15.9,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
18,72,15,16,1991-12-15,MIN,,RAM,W 20-14,*,,1,17,17.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
19,99,14,16,1993-12-19,MIN,@,GNB,W 21-17,*,9,6,106,17.7,2,66.7,11.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
20,116,15,16,1994-12-17,MIN,@,DET,L 19-41,*,16,8,80,10.0,0,50.0,5.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
21,132,15,16,1995-12-18,MIN,@,SFO,L 30-37,*,16,12,88,7.3,2,75.0,5.5,1,0,0,0.0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
22,148,15,16,1996-12-15,MIN,,TAM,W 21-10,*,12,8,89,11.1,1,66.7,7.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
23,164,15,16,1997-12-14,MIN,,DET,L 13-14,*,3,1,8,8.0,0,33.3,2.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
24,180,15,16,1998-12-20,MIN,,JAX,W 50-10,*,9,4,27,6.8,1,44.4,3.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
25,196,15,16,1999-12-26,MIN,@,NYG,W 34-17,*,6,5,131,26.2,1,83.3,21.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
26,212,15,16,2000-12-17,MIN,,GNB,L 28-33,*,13,7,91,13.0,1,53.8,7.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,1,0,0,0,0
27,228,15,16,2001-12-30,MIN,@,GNB,L 13-24,*,9,1,11,11.0,0,11.1,1.2,1,4,0,4.0,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
28,233,15,16,2002-12-21,MIA,@,MIN,L 17-20,,2,1,15,15.0,0,50.0,7.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
29,8,14,15,1987-12-20,PHI,@,NYJ,W 38-27,,,1,14,14.0,1,,,0,0,0,,0,0,,0,0,0,,,,0,,1,16,0,16.0,0,,0,0,0,0
30,24,15,15,1988-12-10,PHI,@,PHO,W 23-17,*,,1,37,37.0,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
31,40,15,15,1989-12-18,PHI,@,NOR,L 20-30,*,,1,8,8.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
32,55,14,15,1990-12-16,MIN,@,TAM,L 13-26,*,,3,44,14.7,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
33,71,14,15,1991-12-08,MIN,@,TAM,W 26-24,*,,1,41,41.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
34,98,13,15,1993-12-12,MIN,,DAL,L 20-37,*,6,6,70,11.7,0,100.0,11.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
35,115,14,15,1994-12-11,MIN,@,BUF,W 21-17,*,15,9,111,12.3,0,60.0,7.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
36,131,14,15,1995-12-09,MIN,,CLE,W 27-11,*,12,8,124,15.5,0,66.7,10.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
37,147,14,15,1996-12-08,MIN,@,DET,W 24-22,*,9,7,83,11.9,1,77.8,9.2,0,0,0,,0,0,,0,0,0,,,,,,1,3,0,3.0,0,0,0,0,0,0
38,163,14,15,1997-12-07,MIN,@,SFO,L 17-28,*,9,3,43,14.3,2,33.3,4.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
39,179,14,15,1998-12-13,MIN,@,BAL,W 38-28,*,14,11,85,7.7,1,78.6,6.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
40,195,14,15,1999-12-20,MIN,,GNB,W 24-20,*,0,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,0,0,0,0,0
41,211,14,15,2000-12-10,MIN,@,STL,L 29-40,*,13,7,66,9.4,1,53.8,5.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
42,227,14,15,2001-12-23,MIN,,JAX,L 3-33,*,12,7,88,12.6,0,58.3,7.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
43,232,14,15,2002-12-15,MIA,,OAK,W 23-17,,6,3,12,4.0,1,50.0,2.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
44,7,13,14,1987-12-13,PHI,,MIA,L 10-28,,,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,,2,16,0,8.0,0,,0,0,0,0
45,23,14,14,1988-12-04,PHI,,WAS,L 19-20,*,,2,22,11.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
46,39,14,14,1989-12-10,PHI,,DAL,W 20-10,*,,4,44,11.0,2,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
47,54,13,14,1990-12-09,MIN,@,NYG,L 15-23,*,,1,10,10.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
48,97,12,14,1993-12-05,MIN,@,DET,W 13-0,*,7,2,9,4.5,0,28.6,1.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
49,114,13,14,1994-12-01,MIN,,CHI,W 33-27 (OT),*,15,9,124,13.8,2,60.0,8.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,0,0,0
50,130,13,14,1995-12-03,MIN,,TAM,W 31-17,*,9,6,136,22.7,2,66.7,15.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
51,146,13,14,1996-12-01,MIN,,ARI,W 41-17,*,8,5,40,8.0,1,62.5,5.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
52,162,13,14,1997-12-01,MIN,,GNB,L 11-27,*,14,6,52,8.7,0,42.9,3.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
53,178,13,14,1998-12-06,MIN,,CHI,W 48-22,*,0,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,0,,0,0,0
54,194,13,14,1999-12-12,MIN,@,KAN,L 28-31,*,2,1,22,22.0,0,50.0,11.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
55,210,13,14,2000-11-30,MIN,,DET,W 24-17,*,12,7,45,6.4,1,58.3,3.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
56,226,13,14,2001-12-16,MIN,@,DET,L 24-27,*,8,3,30,10.0,0,37.5,3.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
57,231,13,14,2002-12-09,MIA,,CHI,W 27-9,,2,1,8,8.0,0,50.0,4.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
58,6,12,13,1987-12-06,PHI,@,NYG,L 20-23 (OT),,,1,25,25.0,0,,,0,0,0,,0,0,,0,0,0,,,,0,,5,123,0,24.6,0,,0,0,0,0
59,22,13,13,1988-11-27,PHI,,PHO,W 31-21,*,,3,76,25.3,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
60,38,13,13,1989-12-03,PHI,@,NYG,W 24-17,*,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
61,53,12,13,1990-12-02,MIN,,GNB,W 23-7,,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
62,70,13,13,1991-11-24,MIN,,DET,L 14-34,*,,7,111,15.9,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
63,85,12,13,1992-11-29,MIN,@,RAM,W 31-17,*,4,2,27,13.5,0,50.0,6.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
64,96,11,13,1993-11-28,MIN,,NOR,L 14-17,*,8,3,50,16.7,1,37.5,6.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
65,113,12,13,1994-11-27,MIN,,TAM,L 17-20 (OT),*,11,5,46,9.2,0,45.5,4.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
66,129,12,13,1995-11-23,MIN,@,DET,L 38-44,*,12,5,51,10.2,2,41.7,4.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
67,145,12,13,1996-11-24,MIN,,DEN,L 17-21,*,12,8,74,9.3,1,66.7,6.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
68,161,12,13,1997-11-23,MIN,@,NYJ,L 21-23,*,10,6,105,17.5,0,60.0,10.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,0,0,0
69,177,12,13,1998-11-26,MIN,@,DAL,W 46-36,*,12,7,135,19.3,1,58.3,11.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
70,193,12,13,1999-12-06,MIN,@,TAM,L 17-24,*,14,6,42,7.0,1,42.9,3.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
71,209,12,13,2000-11-23,MIN,@,DAL,W 27-15,*,3,2,22,11.0,0,66.7,7.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
72,225,12,13,2001-12-09,MIN,,TEN,W 42-24,*,4,3,46,15.3,0,75.0,11.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
73,5,11,12,1987-11-29,PHI,@,NWE,W 34-31 (OT),,,1,13,13.0,0,,,0,0,0,,0,0,,0,0,0,,,,0,,2,39,0,19.5,0,,0,0,0,0
74,21,12,12,1988-11-20,PHI,@,NYG,W 23-17 (OT),*,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,1,0,1
75,37,12,12,1989-11-23,PHI,@,DAL,W 27-0,*,,3,53,17.7,2,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,1,0,0
76,52,11,12,1990-11-25,MIN,,CHI,W 41-13,,,2,26,13.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
77,69,12,12,1991-11-17,MIN,@,GNB,W 35-21,*,,7,94,13.4,2,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
78,84,11,12,1992-11-22,MIN,,CLE,W 17-13,*,5,2,12,6.0,0,40.0,2.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
79,95,10,12,1993-11-21,MIN,@,TAM,L 10-23,*,7,2,10,5.0,0,28.6,1.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
80,112,11,12,1994-11-20,MIN,,NYJ,L 21-31,*,19,11,100,9.1,1,57.9,5.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
81,128,11,12,1995-11-19,MIN,,NOR,W 43-24,*,13,12,137,11.4,2,92.3,10.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
82,144,11,12,1996-11-17,MIN,@,OAK,W 16-13 (OT),*,12,6,56,9.3,0,50.0,4.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
83,160,11,12,1997-11-16,MIN,@,DET,L 15-38,*,9,4,38,9.5,0,44.4,4.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
